text,sentiment
How do I redeem my pass to the admirals club? I have 1 free visit with my barclay card membership. And can I bring a companion?,airlinetweets/neutral
shares up on 4Q results - http://t.co/XZ6qeG3nef,airlinetweets/neutral
It's a debit card,airlinetweets/neutral
as a million mile flier I'm embarrassed to ask how long ago his launched?,airlinetweets/neutral
has posted flight schedule covering the date range of 23,airlinetweets/neutral
Hawaii what deals u have for me,airlinetweets/neutral
so what about California,airlinetweets/neutral
is a bag that is 23”L x 9”W x 12”H allowed as a carry on?,airlinetweets/neutral
PLEASE HELP! I would die to see the Vegas show! It would be amazing to hear their songs for real!,airlinetweets/neutral
I would be eternally grateful for tickets to the Vegas show ( ͡° ͜ʖ ͡°) God bless,airlinetweets/neutral
tweet just popped up on my phone with follows. Missing my favorite Southwest pilot and brother.,airlinetweets/neutral
- sitting in seat 10D on a flight back from Vegas to Chicago. Someone left a folder that looks important in the seat pocket. (1/2),airlinetweets/neutral
(2/2) I have their name (boarding pass was in there,airlinetweets/neutral
OMG OMG OMG !!! I JUST DID!!,airlinetweets/neutral
I just had an interview how long does it take before you hear back,airlinetweets/neutral
you know I'm flying virgin for the fight #MayweatherPacquiao,airlinetweets/neutral
. process begins 6:48,airlinetweets/neutral
question,airlinetweets/neutral
#promotion fly 3 roundtrip #flights to and from #ATL between 2/15 and 5/17 and get a companion pass for the year #travel,airlinetweets/neutral
Are there any current promotions/codes for Nashville-Denver? Thank you!,airlinetweets/neutral
I will tell marry a lamp if you give me tickets to the Vegas show please I am desperate,airlinetweets/neutral
Adds Pillows Instead of Lie-Flat Seats in First Class Arms Race http://t.co/rGYwJBbhm4,airlinetweets/neutral
How's life @ the NOC?,airlinetweets/neutral
any chance you'll ever do CPUs on your JFK-LAX like ?,airlinetweets/neutral
shares rise on Q4 financial results - USA TODAY http://t.co/lFS4PEFE6y,airlinetweets/neutral
"$192 rndtrp 4/30-5/5 """": RT : If you're trying to make travel reservations for Vegas on May 2nd it's too Late Flight",airlinetweets/neutral
Terminal 1 gate B3. Flt 1299. Then take her to Terminal 5. Gate M13. Swiss Air LX009,airlinetweets/neutral
Airways Corporation Insider Trading Update - Rock Hill Daily http://t.co/vvzkSMFKVw,airlinetweets/neutral
traveling 2bwi nMaryland 2morrw any chance the flight being Cancelled Flightled to inclement weather? Any chance can get earlier flight,airlinetweets/neutral
are u paying incedentals? #noworstairline,airlinetweets/neutral
who do you think is gonna win Mayweather or Pacquiao?,airlinetweets/neutral
is the contest over for Destination Dragons? I want to try to do everything I can to go.,airlinetweets/neutral
This is what you missed . Next trip to the 407.,airlinetweets/neutral
I'd like to see Markie too.,airlinetweets/neutral
do you think snow in boston on 2/24 will effect my flight?,airlinetweets/neutral
266 at LGB in Sunny So Cal http://t.co/V015PK7DSi,airlinetweets/neutral
Grand Budapest Hotel #OscarsCountdown,airlinetweets/neutral
it's done. If you do something to make up for it I'll tweet that too.,airlinetweets/neutral
take me here,airlinetweets/neutral
I have a question about my interview process I had only one interview but was the last person is that good or bad,airlinetweets/neutral
me again :) you don't have ABC on Inflight TV,airlinetweets/neutral
How can I verify if wheelchair assistance has been requested for my next flight?,airlinetweets/neutral
April 6th. Anything specific I should know for my first flight?,airlinetweets/neutral
I have corporate-paid travel in April. Is it possible to purchase an upgrade to first class now?,airlinetweets/neutral
#767 taxing in at #ORD #avgeek http://t.co/uPocMmuLUN,airlinetweets/neutral
Will the airline refuse my Canadian passport with less than 6 months remaining validity? Going to US.,airlinetweets/neutral
is that one on the picture http://t.co/lxwbsfxfj0,airlinetweets/neutral
😭 I used points can I get them back if I decide not to go?,airlinetweets/neutral
my phone number when you have any news for me is (631)891-5722,airlinetweets/neutral
flight 1183 to Orlando.,airlinetweets/neutral
Can you help me add a AAdvantage number and known traveler number to a reservation?,airlinetweets/neutral
Traveling with two kids tomorrow (ages 7 and 4) domestic,airlinetweets/neutral
: DCA to Nantucket - Washington Business Journal http://t.co/ebxC94kFJD,airlinetweets/neutral
any plans to start flying direct from DAL to LAS?,airlinetweets/neutral
Do you still offer discounts on seats for children under 2? We would rather put him in a seat than in a lap!,airlinetweets/neutral
since high likelihood of snow at time of flight tomorrow,airlinetweets/neutral
beats expectations,airlinetweets/neutral
No worries I was able to read entire book while holding. #TheMagicalStranger,airlinetweets/neutral
I have a voucher that expires next week,airlinetweets/neutral
Hey there,airlinetweets/neutral
at troubadour with .#DestinationDragons http://t.co/rKlQXXaWhc,airlinetweets/neutral
If you'd love to see more girls get inspired about becoming pilots,airlinetweets/neutral
If you'd love to see more girls be inspired about becoming pilots,airlinetweets/neutral
Do you have childrens rates for flights?,airlinetweets/neutral
I have a flight on Sunday the 22nd to Columbus from Denver. I just got a travel alert on my southwest app. Is the rescheduling,airlinetweets/neutral
Fliers to Gain Access to WSJ Content - http://t.co/GouzrdT7ZF,airlinetweets/neutral
we are trying to go as far away from King'sCollegeLondon as possible for charity today. Would you help us ? #jailbreak #RAG,airlinetweets/neutral
we are trying to go as far away from King'sCollegeLondon as possible for #charity today. Would you help us ? #jailbreak #RAG,airlinetweets/neutral
Thank you ! What about Paris ? Could we arrange something from there ?,airlinetweets/neutral
International,airlinetweets/neutral
Airways Lowered to Strong Sell at Vetr Inc. (JBLU) - Mideast Time http://t.co/yMMH9k4CBr,airlinetweets/neutral
#DestinationDragons Scavenger Hunt rules: http://t.co/vHgkiTzSaw,airlinetweets/neutral
by any chance do u offer fresh guacamole on your flights,airlinetweets/neutral
now arrives LAX @ 8:03 am,airlinetweets/neutral
's CEO battles to appease passengers and Wall Street - Waterbury Republican American http://t.co/FFc13zYGJS,airlinetweets/neutral
are you going to be giving travel agent rates to those who hold an Iata card ???,airlinetweets/neutral
First Officer of UA 1514 checking our 757 prior to departure from EWR yesterday while on his cell. Safety ??? http://t.co/1TFH2v0a7z,airlinetweets/neutral
do you have a waiver for NY weather today?,airlinetweets/neutral
Flight 4315 (N231WN) taxis at prior to flight to http://t.co/IDRa8keNoH,airlinetweets/neutral
Are we sure flights will not be Cancelled Flighted after 1200 I am trying to make plans in STL,airlinetweets/neutral
Airways Stock Rating Lowered by Vetr Inc. (JBLU) - Dakota Financial News http://t.co/QW2eBEEMVg,airlinetweets/neutral
"offers free flights for """"Fly it Forward"""" campaign http://t.co/Yh1KZkYZrR http://t.co/wmO6tKqhXp via #travel #cause",airlinetweets/neutral
757 N33103 taxies departing as UA26 to Newark Liberty Airport http://t.co/IALiCEH2FT,airlinetweets/neutral
may I check my 17-month-old child's fold-up crib for free on my flight tomorrow,airlinetweets/neutral
I would like to receive offers.,airlinetweets/neutral
Hi have a question re future Flight Booking Problems. DUB-JAC 29/9 JAC-LAX 8/10 LAX-DUB 13/10. I'm *G. What is checked bag allowance for JAC-LAX?,airlinetweets/neutral
Show Jacksonville some 💝too! We want #3ticketsforJax!,airlinetweets/neutral
Airways Now Covered by Bank of America (JBLU) - Dakota Financial News http://t.co/WOwxhpU5qv,airlinetweets/neutral
while in Haiti Id do food distribution for hundreds of hungry kids in nearby villages. #flyingitforward http://t.co/lTf2quD3Xc,airlinetweets/neutral
Does anyone know the hold times for USAirways reservations?,airlinetweets/neutral
#787 to begin Newark-London Heathrow route on May 6 http://t.co/RdJ1MwFLg1,airlinetweets/neutral
my dad booked through orbitz and due to weather he can't make it to the airport. Can you help him?,airlinetweets/neutral
let us know if we can help,airlinetweets/neutral
lounge @ #Heathrow Used by http://t.co/6hJucP694l,airlinetweets/neutral
I got it now. Wouldn't let me log on with my email. Thx. Here's hoping for dtw-ase without issue today,airlinetweets/neutral
Flight 1815 (N747UW) arrives at following flight from http://t.co/TtLwZgIyAg,airlinetweets/neutral
greetings,airlinetweets/neutral
I was just calling the Global Services help desk so via phone.,airlinetweets/neutral
what is contact info to upgrade using advantage miles?,airlinetweets/neutral
when does today's scavenger hunt start? I'm trying to help my little brother win! #DestinationDragons,airlinetweets/neutral
Even 5 years after the earthquake...Haiti still needs helps in rebuilding #flyingitforward,airlinetweets/neutral
spruce moose!,airlinetweets/neutral
any updates on flight 413 from Jfk &gt; Lax,airlinetweets/neutral
any official word whether flight 3403 from BWI to Manchester is Cancelled Flightled? I've got an 8hr drive in snow if it is 😢,airlinetweets/neutral
can you follow and we'll proceed?,airlinetweets/neutral
I was able to get a seat on earlier flight sfo to ind. Can you add me to 6pm ord to IND?,airlinetweets/neutral
I'm glad 1K means something,airlinetweets/neutral
creates institutional quality machine driven JetBlue Revenue predictive analytics and forecasts using public Big Data ;),airlinetweets/neutral
thanks. What's your opinion on chances of getting in okay tomorrow?,airlinetweets/neutral
How does flight 680 look? I'm hearing about Cancelled Flightled departures from and I'm about to head into it,airlinetweets/neutral
What are your rules on checked baggage and carry ons from SLC to SJO?,airlinetweets/neutral
flights taking off from IAD this afternoon?,airlinetweets/neutral
Can I do the same thing as changing a ticket by Cancelled Flighting my current ticket &amp; buying a replacement online?,airlinetweets/neutral
Any way that I can get a receipt for a Cancelled Flightled portion of a roundtrip flight? Used the flight voucher just need receipt.,airlinetweets/neutral
it’s just a bug report,airlinetweets/neutral
no thanks,airlinetweets/neutral
have five people shown up yet,airlinetweets/neutral
could u put one here in Baltimore? http://t.co/vLCI2KV1IP,airlinetweets/neutral
A3 Gold. So the international baggage limit apply when booked on 1 ticket,airlinetweets/neutral
departing MDW it's cold 26F,airlinetweets/neutral
yesterday's deal?,airlinetweets/neutral
Any chance there's a few seats open from DEN to DAL this afternoon?,airlinetweets/neutral
I can't call right now. My baby just fell asleep.,airlinetweets/neutral
Hello! Can you tell me if you currently fly to Hawaii? Thanks!,airlinetweets/neutral
and have Cancelled Flightled flights after 525 pm today due to winter storm. Travelers urged to contact carrier for info.,airlinetweets/neutral
we have developers flying down tmrw morn. w/45 min layover,airlinetweets/neutral
Using JetBlue miles?,airlinetweets/neutral
Can I bring a compact folding chair like this in a checked bag? http://t.co/9nivw9ftZw,airlinetweets/neutral
Phew!! Did it!! (Pant. Wheeze) http://t.co/ZPZ78POeON,airlinetweets/neutral
I haven't booked yet,airlinetweets/neutral
Hey! Check it out!! It's snowing in Boston. Who could have predicted such a thing?! http://t.co/ufyxXkIsa3,airlinetweets/neutral
So what's allowed or what's not allowed to be carried in my checked baggage?,airlinetweets/neutral
Yup. MCO. 82°!!,airlinetweets/neutral
SATURDAY this morning Man dies from Ebola http://t.co/hXVVIS0VWw,airlinetweets/neutral
can you please get me to the new york area before monday afternoon,airlinetweets/neutral
I know where that is! Alas I live far,airlinetweets/neutral
Okee doke,airlinetweets/neutral
status of flight 684 from MCO to LGA tomorrow?,airlinetweets/neutral
need seat assignments for one leg of family's return flight - can you please help via Twitter PM?,airlinetweets/neutral
i like to see if i can change flight plz help thx,airlinetweets/neutral
give me an email address and I'll send the actually screen shot to you.,airlinetweets/neutral
- it is possible to make a ticket change via Twitter? Traveling internationally and can't make calls... Thanks in advance!,airlinetweets/neutral
what about AA miles for USAir flights booked through American?,airlinetweets/neutral
can you help us figure out our correct six digit confirmation number?,airlinetweets/neutral
is now recruiting for Fall 15,airlinetweets/neutral
's CEO battles to appease passengers and Wall Street - Waterbury Republican American http://t.co/Xf9MPnAaJE,airlinetweets/neutral
If I am traveling with an infant in my lap,airlinetweets/neutral
Hello we are doing a world record attempt on the amount of ball point pens in a collection please could you help with a pen?,airlinetweets/neutral
- any way to get a message to an international flight gate at EWR? Road conditions are horrible trying to get to flight ...,airlinetweets/neutral
will we be able to watch the Oscars on our flight tomorrow?,airlinetweets/neutral
are we scheduled to depart as scheduled?,airlinetweets/neutral
The Opal Dragon book The Dragon (ALI) has woven his murdering ways from the Philippines to Australia http://t.co/N2fvElcYgz,airlinetweets/neutral
hey,airlinetweets/neutral
The Opal Dragon book The Dragon (ALI) has woven his murdering ways from the Philippines to Australia http://t.co/c9p2ioSphM,airlinetweets/neutral
The Opal Dragon book The Dragon (ALI) has woven his murdering ways from the Philippines to Australia http://t.co/ltwhmOL1Dr,airlinetweets/neutral
..off to vegas http://t.co/AygAOeB6Uu,airlinetweets/neutral
will I be charged a fee to do so?,airlinetweets/neutral
Boston gate C12,airlinetweets/neutral
I'm flying with you this Summer. Will I be able to leave Miami Airport during my 12 hour stopover there?,airlinetweets/neutral
that selfie was extreme.,airlinetweets/neutral
Can you help me get a flight out tonight to Houston?Just don't want to be stuck here till Monday with all this bad weather moving in,airlinetweets/neutral
On flight 1220 right now...,airlinetweets/neutral
Have a cup coffee and relax while you check out the New Deals and Promotions at Avon,airlinetweets/neutral
How long before departure do gates stay open? Will I make my connecting flight 1861 to RDU from flight 894???,airlinetweets/neutral
is there another airport closer to Calgary we can fly out of tomorrow.,airlinetweets/neutral
It appears there are six flights to Calgary tomorrow is this correct?,airlinetweets/neutral
following,airlinetweets/neutral
any plans of restating nonstop service between IAD and South Florida? We miss our flights to FLL.,airlinetweets/neutral
Re: Flight 8088 SXM&gt;JFK what time does bus leave hotel on Feb 22? Mass confusion here.,airlinetweets/neutral
quick question: let's say I book a flight (I did so) and you then drop the price. Do I get the cheaper rate?,airlinetweets/neutral
sending now via dm,airlinetweets/neutral
JUST LANDED flight 545. Any chance of making flight 5530 Phoenix to AUS,airlinetweets/neutral
20 passengers on this plane. I should've just grabbed my baggage and gave it its own seat.,airlinetweets/neutral
I am just wondering when are you going to open up fares for November?,airlinetweets/neutral
well,airlinetweets/neutral
what's the best way to get your tickets? Print off at home or go to check in desk?,airlinetweets/neutral
I flew on a flight about 3 months ago. Me and my girlfriend got away with having sex in a restroom. Is it allowed now?,airlinetweets/neutral
I should also add the weather conditions are terrible. Expecting 18 inches of snow. Any advice?,airlinetweets/neutral
can I get an update on flight 680 to DCA?,airlinetweets/neutral
is flight number 1142 Denver to Las Vegas 1125 on Sunday feb 22 Cancelled Flighted ?,airlinetweets/neutral
I'm ready for #MayweatherPacquiao in Vegas May 2nd! http://t.co/8dQZlrJo9p,airlinetweets/neutral
are there any upgrades avail to get us all on the same flight,airlinetweets/neutral
I see two flights with two seats in the morning can we get on those,airlinetweets/neutral
can you speed up your flight from AZ to Omaha? I need to see muh boy ✈️,airlinetweets/neutral
I have a question,airlinetweets/neutral
do bags still fly for free anymore?,airlinetweets/neutral
I will when I land.,airlinetweets/neutral
Can You please help to save my daughters life for details Go here,airlinetweets/neutral
are you hiring for flight attendants right now,airlinetweets/neutral
Airways to continue 'various commercial relationships' with #Lufthansa ... - http://t.co/vGqOihtRkH,airlinetweets/neutral
Can I book award travel on Etihad with Dividend Miles?,airlinetweets/neutral
I went from Sacramento to Minneapolis at the end of October 2014 in business class.,airlinetweets/neutral
in a few weeks,airlinetweets/neutral
if I was rebooked do I have to pick up my luggage?,airlinetweets/neutral
flying flight 3130 tomorrow at 7:20 from PBI- I have boarding position C-42. Is flight overbooked? Have funeral to attend!,airlinetweets/neutral
Pick,airlinetweets/neutral
Phone,airlinetweets/neutral
I intend to..very much. My 4,airlinetweets/neutral
Follow me pls?,airlinetweets/neutral
Can I get a follow? I fly with you for Christmas.,airlinetweets/neutral
Alright I hope. My JetBlue app is showing a change in my seats and online shows an a320. Don't want any surprises,airlinetweets/neutral
download jeokoo the American app for air travelers,airlinetweets/neutral
download jeokoo the American app for air travelers,airlinetweets/neutral
I have $20 and I'll draw you a super sweet picture of your choosing. Will that get me round-trip to San Diego? 🌴🌴 It's so cold here.,airlinetweets/neutral
what's with the layover in Canada from the UA125? Is that scheduled?,airlinetweets/neutral
should I expect delays at dca for 7am departure? Going to Orlando on flight 723,airlinetweets/neutral
to begin Dallas-Austin #flights in April - 88.9 KETR http://t.co/SSUVWwkyHH,airlinetweets/neutral
Flying from Orlando to Philly to Charlotte to Lynchburg. Saw advisory re Philly. Wld like to fly from Orl to Char,airlinetweets/neutral
Lister to my show my on Monday 1230 130,airlinetweets/neutral
Beats EPS Views,airlinetweets/neutral
to jump into the Dallas-Austin market - http://t.co/EwwGi97gdx,airlinetweets/neutral
I'm so sorry I cheated on you with . Please take me back. I wore protection.,airlinetweets/neutral
it can't be delivered. It has to be held there for me to cross the border to pick up. Please don't try to deliver.,airlinetweets/neutral
I tried. We were hung up on,airlinetweets/neutral
Do you have plans for an iPad app? The iPhone app is great,airlinetweets/neutral
Plans to Include Austin to its Dallas Route - TopNews Arab #Emirates http://t.co/aqZWecOkk2,airlinetweets/neutral
we are on flight 751 and were returning to the gate can you provide any information?,airlinetweets/neutral
my sister&amp;brother in law need to get to Florida desperately flying w/ is there anything you can do?,airlinetweets/neutral
you can 100% confirm that?,airlinetweets/neutral
you have open seats on flight 4001 pvd to MCO @ 1215pm today?,airlinetweets/neutral
i forgot to put my tsa pre number in before I checked in. It is now in my profile but will it be on my boarding pass in the am,airlinetweets/neutral
how do I reserve my seat on the AA flight I transfer to from ORD to EVV?,airlinetweets/neutral
one question. Can I book one way tickets with award travel/points,airlinetweets/neutral
can you help,airlinetweets/neutral
Was on NH10 on United ticket,airlinetweets/neutral
question. Are departure times based off eastern central time or the time zone your actually in?,airlinetweets/neutral
but need to confirm please help,airlinetweets/neutral
What is the best credit card to use/open to get miles with y'all?,airlinetweets/neutral
that's cause we're TrueBlue! It's ur #love that keeps liftin' me #higherandhigher https://t.co/xGfS6tJTMo http://t.co/ixM3t5mIZc,airlinetweets/neutral
I hear you and safety is #1! I think we can get to JFK though now so let's help the pilots,airlinetweets/neutral
Just left #LaGuardia now...#Sunshine in a little over 2 hours,airlinetweets/neutral
when are you starting routes to #Hawaii and #Canada?,airlinetweets/neutral
Flight 1547 CMH to ORD just arrived at gate. Next segment to YVR already boarding. Will they hold it?,airlinetweets/neutral
do bags still fly free or have you started charging? thanks!,airlinetweets/neutral
DM'ed you,airlinetweets/neutral
need to Cancelled Flight a few more can you please check DM,airlinetweets/neutral
have a cpap machine for sleep apnea. Is this OK to carry on if I also have a small bag for clothes?,airlinetweets/neutral
at least they make you run so you want yo buy this fresh diet coke...nice bizness plan. Its all about marketing right?,airlinetweets/neutral
whatever your lil #mint heart desires! http://t.co/WmX12F33ZC,airlinetweets/neutral
same day flights,airlinetweets/neutral
can you get me to okc from Sacramento today. Dfw is now closed,airlinetweets/neutral
can you put Russell Daiber (on same ticket) as well into premium Eco? Appreciated!,airlinetweets/neutral
flying flight 3130 tonight at 7:20 from PBI- I have boarding position C-42. Is it overbooked? Really don't want to be bumped!,airlinetweets/neutral
with a glass of wine once we hit altitude?,airlinetweets/neutral
will the Daytona 500 be available on free TV?,airlinetweets/neutral
with chocoLate Flight please... i m melting http://t.co/jJdoSFYIBM,airlinetweets/neutral
pls follow for DM.,airlinetweets/neutral
Also,airlinetweets/neutral
. Pls hold UA2066 for 9 cnx pax frm UA6194. All runners. A 5 min hold will save 2 fam frm miscnx. Pls. Twitter is watching.,airlinetweets/neutral
don't I always?,airlinetweets/neutral
ah,airlinetweets/neutral
pls follow for DM,airlinetweets/neutral
Arkansas Gov. plans to sign Governor SB-202 that legalizes discrimination of LGBT.Can you lend your voice to a state boycott?,airlinetweets/neutral
Promo Watch Phone $33 at Amazon check http://t.co/leNaOwFyvU,airlinetweets/neutral
Is a snowboard boot bag included in the standard checked baggage next to the snowboard bag?,airlinetweets/neutral
what's the status of flight 1008 Bogotá-Houston?,airlinetweets/neutral
Flight 136 departed Phoenix at 1:30 am,airlinetweets/neutral
His name is Enzo 😊 RT : Well hello there pooch! What's your name? #dog http://t.co/dLh9138HBg,airlinetweets/neutral
I used my AAdvantage Number connected to the USAirways when I booked tickets for friends. Will it benefit my account?,airlinetweets/neutral
what's your pet policy?,airlinetweets/neutral
safety back in Dallas!,airlinetweets/neutral
Did you get your 757 Model?,airlinetweets/neutral
any way to get 2 ppl on standby list for flight 1970 FLL to BOS. Trying to find way home.,airlinetweets/neutral
tried that. Cannot figure out where to go to get it.,airlinetweets/neutral
I have a reservation for tomorrow morning but trying to get back 2 night bc other flight was going to jfk. Can I get on list at CTG,airlinetweets/neutral
welcome to our world,airlinetweets/neutral
my drivers license is expired by a little over a month. Can I fly Friday morning using my expired license?,airlinetweets/neutral
Is flight 0769 out of LGA to DFW on time?,airlinetweets/neutral
is your website ever coming back online?,airlinetweets/neutral
Perhaps you need to start recruiting ;),airlinetweets/neutral
the whole plane. Flight 561 from LGA to PBI http://t.co/4Ktk2hsmGy,airlinetweets/neutral
I usually do-but I didn't make the Flight Booking Problems this time-that'll teach me! Yea I have that going for me at least haha,airlinetweets/neutral
is there special assistance if I travel alone w/2 kids and 1 infant? Priority boarding?,airlinetweets/neutral
Please bring American Airlines to #BlackBerry10,airlinetweets/neutral
What does DM the confirmation @ mean???,airlinetweets/neutral
I heard a rumor flight 898 was Cancelled Flightled. Is this true?,airlinetweets/neutral
wondering if it's possible for my colleague and I to get on an earlier flight LAX&gt;JFK tomorrow. Can you help?,airlinetweets/neutral
guarantee no retribution? If so,airlinetweets/neutral
in fact he received my boarding pass,airlinetweets/neutral
i need someone to help me out,airlinetweets/neutral
Do you have Bereavement discount on airfare as my grandfather just passed and need to attend his funeral this week.,airlinetweets/neutral
do you guys have another flight for today that you can book me on from laguardia to louisville ky?,airlinetweets/neutral
can you guys help me please?,airlinetweets/neutral
got transf. to Dividend Miles...need to change flight. Grandma just passed,airlinetweets/neutral
is there wifi on he plain,airlinetweets/neutral
please help us get home tomorrow!!!!!,airlinetweets/neutral
AA Gate Supervisor emplid 600117 allowed flight AA67 to leave JFK to SJ on 20feb15 w/o 8 customers that made final boarding call.,airlinetweets/neutral
when AA gate supervisor 600117 was asked for his superiors name,airlinetweets/neutral
how realistic is it to make an 80 minute domestic to international transfer at JFK for a non US citizen?,airlinetweets/neutral
yes and I would like a refund.,airlinetweets/neutral
As soon as I can,airlinetweets/neutral
Mad love http://t.co/4ojrSDWPkK NYC-,airlinetweets/neutral
is your partnership with Hawaiian live? Earn Hawaiian miles flying Jetblue ? IF so,airlinetweets/neutral
there is a sector whereby it says $0 in both bags...no bag allowance at all in international flight?,airlinetweets/neutral
are flights from Columbus Ohio to Dallas Texas Cancelled Flighted?,airlinetweets/neutral
when is next lax JFK flight today,airlinetweets/neutral
Do you have Bereavement discount on airfare as my grandfather just passed and need to attend his funeral this week.,airlinetweets/neutral
done,airlinetweets/neutral
Okay,airlinetweets/neutral
hung up on now many times trying to cal 8004337300 crazy,airlinetweets/neutral
2 hours to be answered on a call?,airlinetweets/neutral
hey guys. DMed you a question about when 500-mile upgrades post after earning. Hope to use tomorrow,airlinetweets/neutral
hi how are you,airlinetweets/neutral
What confirmation number?,airlinetweets/neutral
I'll be calling tomorrow,airlinetweets/neutral
just downloaded the app for iPhone. Notice drink coupon but nothing is displayed? Getting ready to fly...,airlinetweets/neutral
woof I'm on the red cArpet http://t.co/iIdrbLNOoX,airlinetweets/neutral
your hold music sounds like it's from Super Mario Bros for gameboy color,airlinetweets/neutral
I saw online you had fee but I was wondering if there was a way to pay for it ahead of time,airlinetweets/neutral
I have an issue that requires a bit more than a tweet to explain,airlinetweets/neutral
I do not see where it talks about military baggage fees. Can you please guide me. Thanks,airlinetweets/neutral
your message was delayed I just responded,airlinetweets/neutral
Next Friday,airlinetweets/neutral
,airlinetweets/neutral
+the plane.,airlinetweets/neutral
my wife left her phone on flight AWE474 on Friday February 20th upon landing in Minneapolis. How can we get it back? Thanks!,airlinetweets/neutral
the man sitting next 2 me at the terminal has a scent tht i cant quite put my finger on. pls dnt let him sit by me on the flight.,airlinetweets/neutral
Any update on the computer outtage affecting flights? Is this national or just Northeast? ETA on resolution?,airlinetweets/neutral
Think about it...boarding to a chill untz untz untz....like this http://t.co/lj2lARivE0...,airlinetweets/neutral
finally! Finally!,airlinetweets/neutral
I have someone driving me,airlinetweets/neutral
has flight number 276 from SFO to Cabo San Lucas arrived yet?,airlinetweets/neutral
I think I have it selected already ☺️,airlinetweets/neutral
the man with the smell left nd now there's this stupid girl asking me questions. can yall help.,airlinetweets/neutral
Traveling with a 13 year old Thursday. He does not need an ID,airlinetweets/neutral
I am UA elite Gold and have a UA Chase pres. plus credit card. How many EQM's do I need to get Platinum Elite!,airlinetweets/neutral
can I DM you info?,airlinetweets/neutral
Help - I left my Nikon camera under the seat in front of me. What do I do?,airlinetweets/neutral
what's going on in CLT?,airlinetweets/neutral
“: What made you come to this? Can we help you with anything? ^JP” free tickets,airlinetweets/neutral
check your dm pls,airlinetweets/neutral
what name and department does it come under? Thanks,airlinetweets/neutral
still planing on flights into Dal? We are trying to fly in tomorrow from lax,airlinetweets/neutral
can I get a beer please. Flight #1715,airlinetweets/neutral
Is that a guarantee? We'll see about that tomorrow morning when I have to fight for a seat.,airlinetweets/neutral
Good evening,airlinetweets/neutral
ok,airlinetweets/neutral
Considering it was purchased on the 21st and I attempted to use it again on the 21st I believe it would fit these parameters.,airlinetweets/neutral
message and pics sent...,airlinetweets/neutral
#LAX #sunrise UAL212 LAX-JFK,airlinetweets/neutral
How can I watch the #Oscars2015 on my JFK-&gt;SFO flight?,airlinetweets/neutral
Do you happen to know if that plane will be repainted,airlinetweets/neutral
hey me and my family have questions on a trip to Disney world that we are doing in April . Please follow me so I could dm you guys,airlinetweets/neutral
I did. they told us the wrong carousel number.,airlinetweets/neutral
please have your people hold flight 599 from Phoenix to San Jose. We pulling up to the gate! Scheduled to depart at 5:40,airlinetweets/neutral
Hey,airlinetweets/neutral
Here you go https://t.co/oM1vIEg74a,airlinetweets/neutral
can you help me get from IAH to SFO earlier tonight?,airlinetweets/neutral
is it possible to add a Known Traveler Number to my ticket after Flight Booking Problems?,airlinetweets/neutral
you should be contacting her for a refund - dm me and I will provide phone number,airlinetweets/neutral
Can you provide me with info about checking strollers and car seats? Costs? Restrictions? Need to bring 2 seats 1 stroller.,airlinetweets/neutral
you wont allow calls? My husband has a ticket but it looks like all the seats are taken? I cant even call.,airlinetweets/neutral
Can I get any help with Cancelled Flighting my flight reservation?,airlinetweets/neutral
https://t.co/OQUKSo3s2O subscribe please https://t.co/OQUKSo3s2O,airlinetweets/neutral
...and how does one obtain this companion pass?,airlinetweets/neutral
Tell me the secrets to flying high #RedCarpet,airlinetweets/neutral
who's your pick for best picture? I don't want to board your airline until I know,airlinetweets/neutral
how do I get my companion pass?,airlinetweets/neutral
I would love a +1 #RedCarpet treatment,airlinetweets/neutral
Are you now flying 763s to Madrid from JFK or is this DFW/ORD? Huge !!,airlinetweets/neutral
id appreciate that. Would also you mind contacting the pilot of my flight and request that I be allowed to announce over intercom?,airlinetweets/neutral
I would love a great deal from bwi to las Memorial Day weekend aka my bday weekend 😬,airlinetweets/neutral
901 #Miami to #Rio to participate at representing #yourstoryhere,airlinetweets/neutral
gimme,airlinetweets/neutral
do you know what flight the pilots for 1581 are coming in on? Thanks.,airlinetweets/neutral
I need to get from Albuquerque,airlinetweets/neutral
yes please.my son lives in NJ.,airlinetweets/neutral
Educate Bohol is a 501(c)(3) w/all volunteer staff. I can help the kids or buy a plane ticket ...I can't do both. Can you help?,airlinetweets/neutral
Do you provide complimentary upgrades to first class,airlinetweets/neutral
checking into a flight on your website is about as easy as asking a bear to shit in a toilet #justsaying,airlinetweets/neutral
Flight 1512 (N924AN) departs enroute to http://t.co/j0mhMkDiVl,airlinetweets/neutral
want go from New Orleans houston see my dad at md anderson can you help me out,airlinetweets/neutral
why is it most first class passengers now request the sand which from coach ?,airlinetweets/neutral
what happens to frequent flyer miles earned once merger is complete with AA?,airlinetweets/neutral
American Airlines.,airlinetweets/neutral
what do kids aged 11 and 12 need to fly with AA internally within the usa. Thanks for confirming,airlinetweets/neutral
how do you get one?,airlinetweets/neutral
do you have an email??,airlinetweets/neutral
I'm on #1058 tmrw from CUN DFW. Final dest'n is ORD. Seeing freezing rain in DFW all morning. Should I change my connection?,airlinetweets/neutral
Flight 3267 (N659SW) arrives at following flight from http://t.co/LJ2YdKoR8q,airlinetweets/neutral
okay so anything using contactless EMV should work,airlinetweets/neutral
